query_id,answer
9X5CeoVb1UNteBCg,6c7c20e55190c0da c34b3bc2a1633544 d3643958d4a94c8d efe4caa4858f2974 cbb95fe19031d5ab 117fe687292ac0ee 307d7477124ce2ee e995619e8b8dde81 3b750960bdef2b5a 2b9e1bad4c1153b8 7b63c396a96ca782 6974e5ed51d37c45 ad56cfd6deff0a4b 74c8e11143ff5fbd 80d9b559daf4c942 3be857fa1c0ffc5b 0274da1c0929ae3c 15fefeb8780d6555 cc59b860c71c04fd 1e0f52ce3bac1857 140e80e5642b06e3 8f04bd5943fd418e c3221a9dbe605b56 b3ff0463aed9a3a4 bf00fc970c0b9d4c 56522d855c4bb1b8 a782f0f0f4095f0e d0ae07a658abfae1 17fa26fa1280dcac 1d8de674fde7142f 5ff856a37dbc41c2 1ddcb4ad97ca8c80 765abf3853b6731e b8203e0d1a34a53c 06fd770fa9455632 26fafdc798b52549 168b0e665716ad3e fa413230e5bb9000 8d26f28b18068c36 256828a8859d96af bd270ad588127af3 3898437352cbefc3 f8d52331b65b545f 4b43ca0849ccd6a1 fd03bbceeee99996 0612c32ae191c490 c3f2d9eeb089e389 534d93c6c9ffee9d 6210b326ec42c718 8804b042f70292e3
pxxzaPZAmtgwk7lV,75a468549ae17a6a 5952e6825a6b7bd8 e5ace71623a4726b ee39857aadb0048a 5ef474db36b80e03 1465ba4a68b58a2f 16972653fa9ae9ac 17b9af6c1c6c237e 9ec0c47d8f414820 1a8f0ee539a97a23 630cd9b2981e988a e2dad966ea9d7468 47b211c278c1bd7c dd1a04cb5e913daa f3061eca6e00aabf f25941b6d4c2a7b2 560acc25222730c5 ca662228bdd6d408 39d0af8c680cb064 202d48e816c9e788 d7381f26a31be89f 1b58fed838a61cb7 ed6c5f16e858006c 8403bf32ccedaf9a c61dabc31adfbfc4 e337bb6e7af0420d 68f1bcb58b657dac 76566a1bd57a0cac a6ba2fa74731957a 42683efb752479ab be9c54de97661113 a15b79c5c84c0b5d 2ecd447a98b58d5f ad2424a4c395558c 6b695a4dcdbc534c 0949582620f081ce 77eefe14a37ced5a a99fef1a7e4455cd 3f9b3d72e38dc4c1 d875c646cb109c72 be93ad72b3e09950 5b16706c323d711a 1ed764e55630fc15 e0969c40b4d26fac a47ae9ce0d84c1b5 9f86b9d1ffad11c2 fa99508f9c6fa3d2 137924b6dd9f1211 53e11a8cf3d36d99 c0f02acd0ecd203c
vriOKuS18EyfM135,3b8db556897533be d955fd057c3f6cd0 1d6a9d1ce0e5befb 2d83ac68214f20c8 5a00f7ed6418cb09 d9aa35a258a060aa 823c3d4f63db3989 c9fd6d52d3a2157e fce31c4271c0143a ed5604c83c0de93c c1895a6ec60eaccc 77c8406b8ef84bd3 95fa0fd8adac0e87 3faef571a10a820f fceabc05787218fb 343564d3a80f0f25 415201a73b0eeeff b5dd8a5d103446d3 377b4b72090b4f91 da13f125c558cde5 2c7aeb8d8fa8a92a 897f903d053fb5be b04022406b7b97ec 0509f39b70d3cbf1 148ecd3f28171c05 4df73a3d88d5efc0 3776bf8c21083fd7 4aba89409900ceaa 4eef5d09edad7b36 cf11a1bb5a113395 17df9e6094164f6c 36e65d8d380c13f3 e1690bb5e0f606a6 95d4b87c969153a0 f08411b7da125cfd 336795dd5cc7fc3e a2dfe88f5506dfa2 88df376f7fab4861 3c89668b4263da13 b213d9feb553b4c8 7fb5bb1f4f92b637 c1b05de827d3381b e15ea157209777bf c34906844b032f64 4ee79f8fce6d5784 85b22f258d818a0a ffa70d6560b7175e 8fd9809346ed8885 c85f24fa831f77f7 b3ffa726e2fb502e
QtdeATPN0AOAQk2X,06cc0bba8a8a60fc 6210b326ec42c718 22fdca530383f8c1 055c2acee7c511c7 56d2f89ee97718f9 8bbc9b2b72f6a9fc 45a36ea35a829787 68ea874fa903e68b 9aae7a07bb5840eb 456baae0d62dfcd6 8b88d9997e85a076 9364b3ef9db1900f 2105b9ee192f53a5 f502ad2f2cad484a 0ad98b42d1e48fd9 6fe184ea65083869 f9147f2904ae740c 4a2e5f2807367bd4 b68dee5970b69b99 8d18eab6e2f4b77a f08b0a1ac4546d1d e0d315070a10605f 364e1f98b6b7acc7 9fba0d672212ed0f 8c813909aee43e3a cc7ca3427ae1e71b 57999017c1bef589 bda9a2325143ee80 06fd770fa9455632 8a0f60ce9ea3a3d6 db8e942e5e95cc33 1ba872d68aa35021 087885bef8e9ea12 8d0a4b17bf348703 b741367f1fe91f41 7de85e2f9e012a03 3365adfd73823714 8b1a7d01d7b092f1 5f2748c9b1660d77 6e7201c5e4b07981 ee81575900eddf30 1393130ac3ba1e1c 84353a73ba853583 14764b32e905bd8b 94834b65a2ac52e2 9f57987a311bcc91 c7a8f07d61d27467 e674af1557b099b4 3f1dce66f796bde2 eacff47f68bc7f75
As3JVf0wToiO1nE1,ca57775860348c2a d37220b4775cc01f a6548663fe767324 cc70cbfce43c2dac d3b6011fb6feb252 de4a890ccf96fb95 aa0e07bf17fc79de 073647dfe35e7e2b 43f42c485a2a1405 ab78eac42b550055 af1fe221532acc25 12ae6a7f3cd160fd ac60a7f3ad1fc6b1 766289e010fd3839 81ee0200695c1079 883a31e920a0643f c3a364a616a20ac4 f2a8c430c6fa2fb7 79ab27cd9c72e378 767ab00d8fb69285 40190739cc17abc2 f566cc97b96b3270 dfcf7b6f4f5a4c67 7d04911ed3338549 d07cf2b3515b0754 22bc08a5277c8afc 48ba0eb851e2c6e6 7d5f24c944a5ce87 4108625478ab42a6 035fd57b598d421b ce14e3585ca740a1 b90bddb5d77e032b e19ae927e6be1d76 c7b366f565ac9a3c 944bf259f91729a2 7abb05dface2e473 471c30868b4c1aff 0348f6856a02ce15 9f7e99b6dd90186a 394e5b3c86af36b5 f8120b0be329b51d 871c6c107152cb79 5a33eae121d52478 e1bf45ffbd108070 27730ec4de399164 ef249ad321e4c685 704b7d0518a56812 ad1da3a53061f4b7 f6e875a864db420a 009a4d885e343700
3fYGAT4L1fQGxten,c57c2c1944defe43 efd83c8a35623461 18ecdebbb633f5eb 99ee7805d169598c 1d2c2fac48a78487 76e8e387ecd75c62 5c6bf0773c2e90ef e63b81015aed285e ab227d29dfa95c0e 348a083acc850b63 e8302732597bf93a 9f458c9a1bbf221e d38a5f52160daa55 3761efc13a9a669e 7ecd3420da9b1332 b0495bcbe237f88e 498bf7b806c2c082 8e70abd16394a0de d3726b64ff0324c0 618beb208e415b9b d766999c292778de 736df387c2d511ad ffd7aa8eb6167b6c 291fb5d2468dd8da 72427dd5a67e616f cb04263b87e366c5 8bd5c889bcd61e2c c1313d2b00c7cf60 bd1fe15aa99d315d ffb6db4b11a94fe7 42c3aa3c3296b34d ec704d0ece51d9ff b12fec7cb28dbe33 f448b7d988998d1a 7554bd941c965b0b b281a3a0e70bf0fa 31793c2a36e369f2 828073a165de17f6 8ae465e9629993fe 6b52939e72d28736 3e6d21b0f8bae1b4 d9fd7b6b7286ae11 13f6a7e86c56a0d4 1f2a3274f5dc5723 1022f3290b9261cc b88e9969e3f7b9b8 d70619b82db5fd82 676e3bf036b84898 26d3d695ec17872f 2f223a821839535e
iNM95FNi4YaiqfPm,8aa5ff976e803a8f 9c2fbe82b217002c e7438bce077e7017 8fa811e72fbb1277 d37c05eec0698d9f ce4bd5a740ee70e9 e565b790b646f81f 5c8e072a38572eee f19bb214284641db d3c6f04739691eb6 793873c31d323634 889174b95cb5b66b fc932566286aa4dd 60e2bd476788c81a 68cec9f4d83fa596 54b13025c5f2d21e ad06cc6ed816beac a1af2f5fe886d738 cd2312f8d30405b5 bb3fbc1a013d7bb8 a0c8d203d2ed513c 3d36658691f822f0 e4298dd1edea938c 73e95f7a027b6412 41594dbf6289f4a4 67a5063d597bc846 613d980a61ecf034 ca4b22b2b992bd52 eb186085de4801b6 ca364f52908f4411 b3c87dbb8cdb8027 fb9c62086435087e 050fe7878f370cd7 c22a947aebef781f e6c8029fe06d5fde 4aedaa418e22f7ab 9f7f2c1eaef9a221 4a5ecdbadc96b4e2 e1140449bb3a470f 3abcce6302efe908 7f628d273ba22e0c 828d4768f8cecc6d 257e1a9afc2268c9 a439d1117c8959db bbb5f1da6937e39f 6451c81867eaec88 5e0b15c7c76089d8 28abfb3eaec5b715 8bd058f0a673bc60 9c8329fae2429069
mnWE1Tgl5wAz4vjH,bf9910a00906ebf8 01ecf20cc93a84c6 6ab26b8f6ce06df7 bcfb12ff0a1688fe a7c6e3100f0f354d b6c3aa08d8dcd9e9 f2a7e5dddd76cc6e 0df9056a1a61b1b4 9b91005189a3919a 0480372e12b7d4c9 f2b3f5ff08a6499c 7a6078cf6f7e1724 e84f752b7f0891e2 da8b2d2745da3ea5 28c36b71825585ad 95974a32f770cd40 2b6a2b2cebcb15a0 38fe73c679255703 58410446d47b3e5b 5ec96de7fb5022f7 cade2a73809491c2 fced985a750e57ad 054c5e2caff4a29e 38b7da847fe38ab4 6fa579c2dfd18821 6573e6c709575b94 8a25c667dcca8b38 cbc6a0aaa1e82d21 2ed9db09c9b5b215 694eb138799e7360 0f705a2f671d78c0 0574447bbf1c8cda ef1c9934114ba119 d815d365d1af80cf a59190996be1c8b3 627150f653985658 a46bfa0a264c9bf4 7cccb88abacdcc80 65c405ebfb147129 b03f8cad1b5342c3 c3330cc5763df9d5 b6a26355782035a9 688d80430cde2fa1 07035b44844d23b2 a6f08a21e6662ba8 8218df0a3a3748b8 1921ce5a7f12a5be 66999ac5b545f3f2 597424df80d72e70 536b488415b4ce03
42CgVLALUbDmBgnC,db6d0f0c4affb703 b5165d9f1cd0aa24 38e9e3727e17c2f6 95aa1071627ba741 4390d5dea1faea26 1ad04c0ebf874a0c 65425ebe1e306b7d 41221e6e02c2550a bea04fa9bbaaadfc c73bb9c8c5baef28 1aa6d7879547be7d b96d1dbd156ac19e defe2db6d07cb673 b8b41b985a3c9b13 09a2e29a2ca32eb5 f3384d9eda3755db cea8dd05c1c6f43a 237ad3b2171d18f0 ca0779bf8d215dc5 68174c7cac0c9874 78182f66b4e0906b 5150caa74f73050a fa92cb08e8cab6ca 457a444a1e5e5140 654435bdfaf9c292 86027c327dd5af3a deec7fe59f5f79bb 5213f46dc3643901 fb39bc993d38c394 dac90fc7cad6d178 8d527cb6fb38449f 697ce12e050b094b 6eb5035285774ae4 e6695efb80c3ed11 0dde726b91d19beb 8b21071a366a6c3b 120980480cc59169 297ce09d97d0477a 55759eb3acd1d417 b17b67e2ddf9f8dc ec985fa22df2c500 cab2abaa84d65927 06d25c9e81ce37c8 a45c7d216f3913ea 55a49175e1eae888 0e31d0192e122042 f6c44d97ed62123b 5cf9ebfe63819f06 51a2d46fcc405582 c8aabee548619ad1
OxnelnqlRM5GTlsI,8750ec75e8671980 d2c836bdb5fd25ea eb5df28eca190250 614ddf8acb6d143d d886eceaa857d387 c044b90769123b40 084de0bf8f005053 354b7c0dadd42619 c1b3e083b88676d9 4c47c3a6a7a04fc2 fb76c331c6bd6530 e5614055c976a431 b19c66ac6b751d2e c3592fa5259c9223 664d555cefd150b1 b55a5220f036a98a 401c6019bd75be36 6b2050e3f042562d b0f6680ef296c007 75f24b869a888432 dc010a333de033d4 1ad03c1af4c45967 8e3eddf34397f055 0b681a31fb407bc9 7eb3d5fd671bbc5a a98d0a271e9ce03c d63c59d6b257f8e3 a81ea739da1f24f1 62c070697807711c e122d45fa87ee128 800616da461ebda2 02c13aab0d09fc79 8e76aca134c0972a c164bd07b075c13d 6251f89b0900a4bb 6a54da550341f157 b5dbcf5f47c8c5ec 0c5e2c75dbcd4c50 124f1e027fe89563 e3e93ae3f5fd4599 c1f60ad48dbc64f7 42961a5b1b856d95 b432bf44bdf261c3 37bbb9413861f7b9 cd838b88c7a9ab27 62fe3d756b096d1c a16b9e2e0a500e90 5cfe76e7f9568ce4 fea48e8d2eb1af08 290fd7c448e4c59b
6LSdEb7sHjcz8Pjp,c605f0a19d3ea07a c6b06b935d25d864 9be3968c72d9a75f 040f639d456b8577 61f2e20e329caee8 161d6bb3fec32e97 29897d8471e8ad86 e9fd258ee29470f4 52bb6d5751a13cc4 427b417ed61caece aef6432f861e7af9 817b321c176a54d9 30e8ebe5a728d5c3 75bdf5eb55887c87 058beb2673377aff f11d815d5118a500 d82db5ca9ce723d6 ca2316de12be6e2c 24f76a54f4f623da 18b87f200f51bc4d 01b6da933551c07e 1cf1bbc1bf396125 d18c2dbf1dea6a96 df896947c66b8a2f ef0a976b3d240e51 01374997cb37c103 40b96a7bb00697ca 9122f03ef8f7ef4e 7ede9ff2c556ae3c 67046f5f2283d0d2 b0dae8792a1e4c04 d6f4614918d7cfd7 d30e72411ca21672 4018bb8945e3ba9e a8705ee843fac423 866eea1da448fdce da6951cdb8ea5915 f4e8eaf32d293d3d a86e1eeabd085f4c 86f30232a0b06ddd 79d34460f2440e93 318add58a6f67d4d 528d8913ca27fcb5 0dffd446ba96a9a7 6b23756d407d0ba8 19525293efa9a812 e1af105ce4a6c02b 8f59a41ca9d8d269 e6f91e621b8313b9 833281b376bfe711
DMxI5i6puI1gG7XI,6216986858c40658 f7aa5e393b750a0d d2232a99f165e521 dec120667aac25ea 57aecb3148425239 c022e21bb4216eaf 58a050394c6ff63c 207956a1856d565f a6396508b6911fcf 7dda09390fe8f665 047632c9dba71c52 e51745cec3287db7 d7fc752c62b6b488 3d738d736ce1d103 07b29363c8f5c8ae e8c061d7f39eac1c aa5b1cde30e6c093 e576907408c363ca c7ec079e35a6bcec 9efb5728e440b236 fcc4dc0733472f91 a4ea9f410d516492 ef7cb069410192b1 10bdf4a1fd5e08d7 051cf5d95942be8f 78a49afe05e44ec3 e7627a006af721e1 7834e49ec3750d25 dcf5e985b305ddb7 1c74fac9fa7726c8 247ef902754b8e74 eb5d3cff8e67c540 c8fca9509763423f 34e31d46cdfca717 d73b82d0d2653f8a 2b48cbd65aef54d1 f2c6c6b19fb99b29 f6d39c6421be4624 4da9e3240b1594d0 33858abf9840dc33 2ff9d5a1c8c589ed 84a978da9d3d1bef 1c94be9896d831cf 3a369eb7bcaa7d17 d6d6b9e22ad0f523 a98dfc36ebc1ed67 d8bc1b33bab5ac5a a7b27431cbb1b227 fe12cf2b39bbd873 b559ae8ef35095da
I90r8ekw5XCGaPdz,82c68a69edfe22fd 05a8476f075f7cd2 0d14f79957ae18ec 59af7af7137c5db8 401df943427c0be4 fc92922b62df2d24 f5a1d9cc251b58ec 58d6ede64944d59e 374d5f11bc48ca0f 4eefb051c5969b11 bbb03457a8e292f0 d498f9be8e0493b8 69e8fe3cdd8162ea 7098abeead713072 dfb8c92f9133d934 ce133f02cf3d1467 dd7493f25cc02107 0811de93f98c5170 45108976106b5e85 c293a3c054564603 843481e5c719b16f dcfabd8ee92fa8cb 8bb1436d3a84c886 44eace1f5d12e941 2fcefcb11608370f 042317fc8a005986 d8f1bd86ca75e935 078e4794e79b3672 39eaa93051e9fca0 396a894a236d4188 5a126deb60c0fcfd b1df312f5b5154c7 c1697352c6a3f05b 1a29fbc18f36a600 c4f0e487e63b315c afb1bfa760278523 bc530295df82e49a ccaa7dee43f96a7d 0d17fb51dd611fa2 f86d15007408e732 f0982201b4803e52 388b973a29e15a47 b7b9331eaa628d8b 40c9f4cb46991c0a 4da7e1d1c92197f3 4afe0a9d590ca8b1 10727f33f653e80d 0ebbdb63d66cbcf7 218fd255b0c9cfa1 d129f30759acd4cf
UJHtysDjRr5F9pnv,534d93c6c9ffee9d 1ddcb4ad97ca8c80 bd270ad588127af3 0612c32ae191c490 97f7ef143a613810 b3ff0463aed9a3a4 6b2992019aec9310 d3d5f7be8c17b03a 17bfa6bdc6427b36 c34b3bc2a1633544 307d7477124ce2ee bf00fc970c0b9d4c 17fa26fa1280dcac 89c857ebf88c47e4 5ff856a37dbc41c2 c3221a9dbe605b56 d3643958d4a94c8d 117fe687292ac0ee 6c7c20e55190c0da d0ae07a658abfae1 1d8de674fde7142f 80d9b559daf4c942 b8203e0d1a34a53c 7b63c396a96ca782 765abf3853b6731e 95d37680b1d67b0f ad56cfd6deff0a4b e995619e8b8dde81 74c8e11143ff5fbd 2b9e1bad4c1153b8 140e80e5642b06e3 3898437352cbefc3 4a037720bea1ad07 56522d855c4bb1b8 cbb95fe19031d5ab 6974e5ed51d37c45 3b750960bdef2b5a f8d52331b65b545f 3be857fa1c0ffc5b 0274da1c0929ae3c 2aca51710db8a460 15fefeb8780d6555 efe4caa4858f2974 168b0e665716ad3e f4e6ff66072d2dbb 256828a8859d96af fa413230e5bb9000 1e0f52ce3bac1857 6f87affe6008f044 26fafdc798b52549
wc3Try5CgNqVD5h5,dddc185ed446c4e9 3152ca30239d8127 d1d5d0baa5ee6689 8a098449f97583e2 4a0c07bc2d4fc0cc b3dfea4d0516f9a1 3782bf4d27a08de9 eadcca8596f71619 38712bd873a41dac 986ce761d7a8c291 2e54a0f018a8c41a 35e772715ae38710 0276ca8a90e2a7fa 018c44282614be8b 7d26ba9a1fb1e27b 76b479483c31f9fa 8e523801db029f99 685b822060034d17 45fad35e2fe4dcbe a33b6ea23dc0ae57 042a233bf8c69804 c1b59a7540ecbe32 d84da2b72b1ad785 51507aa650e05be0 947ca5fca4bd23f7 bb598fd3906aaf33 93f5fb0dbb073df6 4af115804f2b1c2f 393ee4a048b83c3e 066b27880a99922f 27e566ac4cc732fa 5e3116de4d4134bd a53ed9a2cd17c85e 5e24178956865361 95be86f717a46e69 f2be08e3ccd644f4 47bece48091c0561 5cd7332464479ac9 9ce8d55b92d3dd5f 23009f2b81ad3189 3644a8d4f8e9ffa9 4732cfe7779141ae 31c0a765de117a0d c6314e64fc2fcf36 98d796cc063fd37b 81fc4b26b8831377 c0587b471e2dc722 8852d602d32943d0 4f4733c6f11c1b9e de7f5ef09729c4fe
ezkYdCKLEAmY6AQq,e12ed476c2d1d888 a47a834a6d056cfd ccec308fca5998a0 ef0848f8d09ffa09 d14ac2ffcdc7b10c 23f65998bcc4feb3 84dae21c020d6e8e a86a898d078d5d6b a9a967cd68630019 7986707534e0b4fd 1d48e2fd339c35e7 756c4585686dcdfc 7aab852ed01b293d b28c2792489d6d28 6d3aa68400943e9b 2a26024047555d2e 09d1b4ff831fbfe2 1e7aba05c1609b22 524a5e737f2a798b 8ce5742ec72880b7 801fda675f37ee25 66c315f8a63685fb d29454430a606ffc 59cc55db2d603611 966f37e39c616240 58c1d29a2ef6ddf1 1507e4e95356968e f52c13e9224318ea 0060422104b532d6 69426f1c3f0d26c2 becb102fbdfd31b5 63cd7c300c8e6a64 8a1695c3e404d9e5 cd8bb9a186649016 3680157132d1a8fb e8f8f4f906881db9 0294e597256da92b cf2b2a46182307ae cde59d2c56611e89 c90f488cfcab764b d245bafd012f011e 5f3eacca9cf377a6 4abae26a770fe64d 1c4a6d90f7c3dfee 92f81301be451cdf 94eaa5d3567310c3 072299f3f2bdf592 21acf04748c8a320 d224112d8659e7a9 00b89ca57279837b
rqR75HFZSam4ChoS,301092de45606707 aa9e61fa0aa268a6 b56baeddd4110ff1 4233110479e6093c 2e161fcd324752e1 2f351a8d8d660102 82bb8961e73fed6e adcdf8c51bbbcbfc 1228eae479468f3e 71fa0f441a6da803 40d5811a72bcd806 64cd8f1fa4ab1e49 9d7ef16c17e1d3e9 8c3d2241ddeb4681 b81696d3b667c8b7 57de6bad97285aad 102e508018857aab c63232fac26d7416 88f5b955b1eb171d d5b0853c9d006dec 548c2b6b0b7f4259 1dafba10bcfd443a bbbd992528b396ae e8afa1f96770150e 21e112a6d3c2f669 94b6308d6e441814 dd3538cfe62caf9f eedbf597e87d2203 a667113927ab374d 2f9c0c51f77ab752 b9fdba0789c3e38f 4625a8d6f899d4e5 fb3b43a65d9310ff 94795aff67e6c0a3 af47b6cae159698e e517b52adc2414a0 af38ea534de22b96 3a6cc194c9464962 604013e73cfa2ed3 037714448c4a3a03 41e53c3dbf18c9ae 2d00cfaab4ee6797 8883ac66125558fe 32651a7fc9662638 b9dea22046428d74 76136f81ada1b1bf 0c713ce47c75a9af d3148d30dce0f7d6 a5885c1029ee12b1 4dc2e9d3c7325879
3YE7RIdtOi8G93qL,f8f3530e228910fd e70d24dc60d3a846 a515dc82dbc62ac5 9906fc2ef78ae60a 70445c1f738b92b7 3e8b3a2bad4b9513 09eaa40b41efc16d c38fc818b64cc9d3 e43a00978019adb9 bea4471981c04ea0 2f137b213d48b971 572ee3c34dca206b 762e51d0222036a6 18d8f90d4193d7a4 58e45af6bef40c39 7572dbec4c90312a 87260c588cf06441 b71209f76c1254e9 9f8283dc969ff5e6 26711db07286743e 0fef66d3ce450c1d 96d0caab94efb687 784b2c256bcf1d8e 57aa09f2cd83fd92 d2732dbb03e7f2df 4a5cf0bd32aa8c27 b2d375bfdf4dbafe bc610ca674e47440 03bf269d0275d6b9 b7b19a621a560909 972167eec7092692 934d7b4c54886a2e 96fab334f4ac2385 7baec4cfeb278800 74285c6873abeea5 c8865d88c6564216 98e05442c438d9be 3fa740533c04bf0e 51b16060bd3569f0 d420d0490e55b76a 99dbc5561cadd823 aecf2075ac5f49e9 b5aae064dd2aee5a 9ad0aab6bb17e65b 5687873ae88c05ec 3c0812ce1d4cc5a1 b95244a5f33363fd 09c2967f10d986f5 b5a2cef54c2cf9b6 2922b1378cf40a4e
PLmRM2FW43UI6sjO,8489f551db452434 2a95da99cb78bda1 1ed2b6679f10fb8d e0803457e29f22ad 117ad58e0fbcdfab cd802a03d5d610d9 e6c5f7511745859d 839e13dda52eb387 13d4808457e0b091 850ab2204d1270e8 afa2d49e9068d4c2 0b54991d2f1c297f e32f4452b8ffe4a5 e802576dc89ccbc4 b788da2831b3d6b2 91311a4f0cc52d51 3339667ebb1a7242 f4455bbc11ee58a8 f16ec60f82717ada 70f266ef44e9e658 2558f5d12bec08bc 819b5300b8d74b94 eeef376e44f6bad5 d3dcb5817c465440 0472e47761c5cdef ff30856cf63c4977 3345dd8d99cb4bd0 5ea94abef909b125 bd922a35b868e503 2c16e1e97ab74732 9377021c77deac70 5e276c8d9677ff76 b8caa33e2b35efb0 70e0109e47c443fc 23cd3888da731833 747d8d974b9b6ba6 d8ff2289f2fd0e98 7fd48b86ca85ba28 8ac8ad21e83bce08 d03927ee79f01da9 e324326b7c56bb06 e70f4fda9dea950f df987f980fa9cc89 2e0cc2d03a44f2c4 9abb3d6d617b6cbd b1f75edb500d4831 8f5714dcd65a9d66 0f79435ba05f3fcd d8208b93b96c383c 57d2f2207f20423c
iFSuskrwXXbb9sMr,959a18cf89b5b640 7fd22e9b93a10674 82bdb96320b33095 cecb9c2990b67490 8c72f031cde3784b 8249b6cc40efeb52 3b55d761d507da7e c8eb7fed647b1fce 2457773703d68dca 83bf47b7d4fd1e03 859d1aaad12dd152 db8c6f9d890c95f5 882dab18f4874195 8ce185550b0eacc7 60447b5a0850269f 99538e5bb1d5cddf 5e9a38304621db07 eebb2b98a53ec378 a9840be7d8930cd1 d1334bcd16bc2416 7abca3173a0c517e 710f1e90a09b0005 aa9404cbee249499 7abcbac94e022878 e9e188b790687b4f 888860ec9dca34c9 a6865da084be8693 eb44f249c05c0262 b49010a004f60855 a234569df85d1162 52b4585a12dc4c01 5bb53bf3b1a84fac c314d006cf73a4f9 bcf8efa53cf6b01e be8ef728a6926041 6ba91f70dff437e3 e88d0e26fbb7698f a44f95097957f366 2e265c96afe78885 ba0a39aae8fd09c2 e1424ac3d644dfb9 c8f2ba4e2cc9cc1e ba8bf80ea1b9729f 2f426f970a838e5e cd03f8f021c1f4c8 0110e3c126d3c595 f46fb3b1b04a66b9 da574f220ce98ad1 4e6dfd0a3dd98125 c56777645bf15adf
8I3T6HyQsdfJnD6Y,f68c49f1162adae6 d9ead01a0e671595 3af6b9a4ad77b353 92940f93b734354e 2d3908bbcc98cb1f e90cd3ca51c021c8 2013765d331f6952 3c435b5b4f5dac15 801e471c049d49db 4175d4d1f119aea5 98cbbfa001b67e90 d815b869c4489441 f840b73893406a91 d91d34d076fd7825 bc88844f5570925f 64cc02adc9f8734c e97b135a56068e64 7b7f4881dc5b33f6 bd574d85a34ab708 03b8bfc640dc6b31 22687b88e8b13829 1ee9ec4d2e974c9b fe36e7247a784424 524488e003c68049 0906bb0d27ce9aed 0c824b40736ac6c9 5f3861eee7feee9c aad99da2d0831545 da3bb8813af21b47 762908ae0b2d3d97 cc76cbaa4ec0afc9 dbd6fbbcceee019f aaf137a9af30b9df e9bc88cc848b0d5e 41844ced570c095a 91dbf3c3185b4b4b 6be4cc1876aaf223 0edbd9431d10b664 c7add97b9b6ecf5d 8df371dd732f2fbc ee69fa5417b914fb 0b6cdbab0fb6df78 818691c800aca765 28052f00e55ee5a4 59c6d870505ef86b ae8ffa7b2894e2c4 7006e9a3a93cb624 a8b56e51a1c72537 3dd65859234c86cf 53ded502fedb7c2c
NjWdw4HSKj2LmpYH,778fdd7b216fd53f cb29ed18dcc6e84f 6be054942992f35b aafc2267e7af4e21 9642c5382451fb62 5bf0fb0a6c3a41d0 fbcd43a5e991d40b a5c6073e39b572eb 4909f54bca37844c ed6e60886c4d4463 f69c96fff9564e3a e2a8f33bf0240cb9 c2153ff9d8b1b394 008d52d3b786951e 5d871406c445fe69 fa2cd3a086323b57 2c0931f24862f1c2 54d9b3def4845e7e c487248066463c43 fe73322e82751fe1 ece7eaee273eab46 a43e7538f5c74fb1 ba4e0e0b1d2c3d13 e41f80ed8ae0ae5c de9affd2a14d3368 807547e74bf64d2b 214cd97dd3c07c45 eb591be381085658 fad653c1068e474e ca215df67dee31a3 af1aa5b23fcae8a5 b061cdcd86b5f513 c4e237348ae5ae84 314b4fbe3e2478d6 c3f23567bef83f27 5949b359dc5fa21c 28347c8e79f8b4ed e895cee72f100cad 087031aed010b91c b5a4e039434d9cfc 8331a332a73f99e8 0618b35ef603e33d 97fd92f730298a70 aab3c3b8e4c45283 bfa2c0201a8d5be5 8ffe7e572f949a65 febc6f46e3cec222 7758eff9e02b62db 7ed2e21062725609 559cf99e36a90061
4XnzHXRUIOkjQkiC,3a51bec1b5528466 6accf803a929ed76 4677957bf87fc5e3 0b3596d8fd8a9ed1 3eded25a35caf8c7 f9ad7eaf2ab9b8dc 0598267e4cb37989 cd0b94814adfe9a2 9e42872f4d1f10ad 9a1daa80b3f7d6c0 3397a2fe8597c9fe 04d078dba047ca5a 7ce4c2c424c50aa3 d0fd2667bcda149d 18e97d9dc9253248 5f6bc3aa7b056191 a039591ae3bdeedb d34d1503a9d99cea 17563c35e230e420 ea23df3b92f7ccde 0d1854618610b476 670ef6813d958de5 d908bd7a29f9de36 f5172912e01d5207 c38b5f5765588387 ebdd85a490707fa3 d6f02290d7da0f6c 13efbca670d9a4cc b7abd5a99f0cc2ff ade272f4a83f4d52 7f80077092cac4fb 5f9427699e35e65e 914d35042abbe89c 26b02448a2d4807d 3642df0365f664b1 d127d9fc7a98f99a 55df07d89e2189f6 440bb22c9724b6d9 792409b28d684b3d e370e8226d301ea4 caaec55ff1c19ded 31b1950b0943baa9 f42c7cfde0bca30c b45b93432340da24 079bbd3c72f384f5 04d707a4309739b1 c6515068d069892f 1d5dfdc4a7edd970 3396dd97ebfa9f7a f491f75e393bc7d8
